service,request_rate_rps,error_rate_pct,p50_latency_ms,p95_latency_ms,p99_latency_ms,cpu_usage_pct,memory_usage_mb,delta_rps,delta_p95_latency_ms,delta_cpu_usage_pct,sla_violated,pattern
5,0.218182,0.0,2.5,4.75,4.95,0.272727,296.367,0.109091,0.0,0.054545,0,spike
3,0.218182,0.0,17.5,24.25,24.85,0.563636,315.41,0.127273,0.0,0.127273,0,spike
6,2.509091,0.0,2.5,4.75,4.95,0.436364,20.121,0.472727,-0.041,0.054545,0,spike
4,1.163636,0.0,2.5,4.75,4.95,0.181818,15.586,0.090909,-0.0,0.0,0,spike
2,7.363636,0.0,3.778,35.991,49.957,3.263193,84.488,1.218182,0.714,0.322222,1,spike
0,2.690909,0.0,2.5,4.75,4.95,0.363636,16.977,0.254545,0.0,0.018182,0,spike
1,1.454545,0.0,5.893,22.638,29.25,0.818182,326.66,0.236364,0.388,0.2,0,spike
5,0.290909,0.0,2.5,4.75,4.95,0.272727,296.367,0.072727,-0.0,0.0,0,spike
3,0.290909,0.0,17.969,28.75,45.75,0.654545,315.41,0.072727,4.5,0.090909,0,spike
6,2.818182,0.0,2.5,4.75,4.95,0.454545,20.121,0.309091,0.0,0.018182,0,spike
4,1.2,0.0,2.5,4.75,4.95,0.145455,15.586,0.036364,0.0,-0.036364,0,spike
2,7.690909,0.0,3.763,38.412,49.845,3.417078,84.721,0.327273,2.421,0.153885,1,spike
0,2.854545,0.0,2.5,4.75,4.95,0.381818,16.977,0.163636,-0.0,0.018182,0,spike
1,1.490909,0.0,7.6,23.366,29.75,0.890909,326.66,0.036364,0.729,0.072727,0,spike
5,0.236364,0.0,2.5,4.75,4.95,0.272727,296.367,-0.054545,0.0,0.0,0,spike
3,0.254545,0.0,18.125,33.75,46.75,0.545455,315.41,-0.036364,5.0,-0.109091,0,spike
6,2.490909,0.0,2.5,4.75,4.95,0.418182,20.121,-0.327273,0.0,-0.036364,0,spike
4,1.145455,0.0,2.5,4.75,4.95,0.163636,15.586,-0.054545,0.0,0.018182,0,spike
2,6.363636,0.0,3.557,34.375,46.875,3.075287,84.724,-1.327273,-4.037,-0.341791,1,spike
0,2.290909,0.0,2.5,4.75,4.95,0.327273,16.977,-0.563636,0.0,-0.054545,0,spike
1,1.2,0.0,8.529,23.359,24.672,0.836364,326.66,-0.290909,-0.007,-0.054545,0,spike
5,0.218182,0.0,2.5,4.75,4.95,0.272727,296.367,-0.018182,0.0,-0.0,0,spike
3,0.2,0.0,17.5,24.25,24.85,0.454545,315.41,-0.054545,-9.5,-0.090909,0,spike
6,2.181818,0.0,2.5,4.75,4.95,0.381818,20.121,-0.309091,-0.0,-0.036364,0,spike
4,1.109091,0.0,2.5,4.75,4.95,0.145455,15.586,-0.036364,0.0,-0.018182,0,spike
2,6.2,0.293255,3.772,38.843,65.9,3.049062,84.637,-0.163636,4.468,-0.026225,0,spike
0,2.418182,0.0,2.5,4.75,4.95,0.327273,16.977,0.127273,0.0,0.0,0,spike
1,1.363636,0.0,7.763,23.25,24.65,0.8,326.66,0.163636,-0.109,-0.036364,1,spike
5,0.236364,0.0,2.5,4.75,4.95,0.272727,296.367,0.018182,0.0,0.0,0,spike
3,0.236364,0.0,17.5,24.25,24.85,0.454545,315.41,0.036364,0.0,0.0,0,spike
6,2.509091,0.0,2.5,4.75,4.95,0.4,20.121,0.327273,0.0,0.018182,0,spike
4,1.163636,0.0,2.5,4.75,4.95,0.163636,15.586,0.054545,-0.0,0.018182,0,spike
2,6.072727,0.0,3.866,32.875,49.575,3.020835,84.377,-0.127273,-5.968,-0.028227,1,spike
0,2.490909,0.0,2.5,4.75,4.95,0.345455,16.977,0.072727,0.0,0.018182,0,spike
1,0.909091,0.0,6.667,22.838,24.568,0.618182,326.66,-0.454545,-0.412,-0.181818,1,spike
5,0.181818,0.0,2.5,4.75,4.95,0.254545,296.367,-0.054545,0.0,-0.018182,0,spike
3,0.163636,0.0,17.5,24.25,24.85,0.454545,315.414,-0.072727,0.0,0.0,0,spike
6,1.963636,0.0,2.522,4.792,4.994,0.363636,20.121,-0.545455,0.042,-0.036364,0,spike
4,1.109091,0.0,2.5,4.75,4.95,0.163636,15.586,-0.054545,0.0,0.0,0,spike
2,6.036364,0.0,3.656,31.429,47.238,3.158864,84.381,-0.036364,-1.446,0.138029,1,spike
0,2.327273,0.0,2.5,4.75,4.95,0.345455,16.977,-0.163636,-0.0,0.0,0,spike
1,0.890909,0.0,5.962,221.2,244.24,1.363636,327.543,-0.018182,198.362,0.745455,1,spike
5,0.2,0.0,2.5,4.75,4.95,0.290909,296.367,0.018182,0.0,0.036364,0,spike
3,0.2,0.0,17.5,24.25,24.85,0.509091,315.414,0.036364,0.0,0.054545,1,spike
6,2.181818,0.0,2.797,8.75,20.2,0.454545,20.246,0.218182,3.958,0.090909,0,spike
4,1.109091,0.0,2.5,4.75,4.95,0.163636,15.586,0.0,0.0,-0.0,0,spike
2,18.018182,0.0,4.129,95.069,382.024,6.879758,86.128,11.981818,63.641,3.720895,1,spike
0,5.727273,0.0,2.508,4.765,4.966,0.745455,17.352,3.4,0.015,0.4,0,spike
1,3.618182,0.0,10.729,186.1,237.22,2.345455,327.559,2.727273,-35.1,0.981818,0,spike
5,0.454545,0.0,2.5,4.75,4.95,0.345455,296.367,0.254545,0.0,0.054545,0,spike
3,0.454545,0.0,17.5,24.25,24.85,0.745455,315.414,0.254545,0.0,0.236364,1,spike
6,4.981818,0.0,2.662,6.25,16.6,0.727273,20.496,2.8,-2.5,0.272727,0,spike
4,1.472727,0.0,2.5,4.75,4.95,0.181818,15.586,0.363636,-0.0,0.018182,0,spike
2,19.872727,0.0,3.977,44.246,96.783,7.811407,83.256,1.854545,-50.823,0.931649,1,spike
0,6.454545,0.0,2.5,4.75,4.95,0.818182,17.352,0.727273,-0.015,0.072727,0,spike
1,3.6,0.0,8.919,23.916,79.125,2.872727,327.648,-0.018182,-162.184,0.527273,0,spike
5,0.563636,0.0,2.5,4.75,4.95,0.327273,296.367,0.109091,0.0,-0.018182,0,spike
3,0.581818,0.0,18.654,87.5,97.5,0.781818,315.414,0.127273,63.25,0.036364,1,spike
6,5.345455,0.0,2.5,4.75,4.95,0.672727,20.496,0.363636,-1.5,-0.054545,0,spike
4,1.581818,0.0,2.5,4.75,4.95,0.181818,15.586,0.109091,0.0,0.0,0,spike
2,8.254545,0.0,3.592,41.635,136.5,3.993325,83.401,-11.618182,-2.612,-3.818082,0,spike
0,2.872727,0.0,2.5,4.75,4.95,0.4,17.352,-3.581818,0.0,-0.418182,0,spike
1,1.2,0.0,11.406,31.25,93.125,1.381818,327.648,-2.4,7.334,-1.490909,0,spike
5,0.145455,0.0,2.5,4.75,4.95,0.290909,296.367,-0.418182,-0.0,-0.036364,0,spike
3,0.218182,0.0,23.125,95.625,99.125,0.345455,315.414,-0.363636,8.125,-0.436364,0,spike
6,2.4,0.0,2.5,4.75,4.95,0.327273,20.496,-2.945455,0.0,-0.345455,0,spike
4,1.090909,0.0,2.5,4.75,4.95,0.181818,15.586,-0.490909,-0.0,0.0,0,spike
2,6.0,0.0,3.481,32.237,49.605,2.841147,84.431,-2.254545,-9.398,-1.152178,1,spike
0,2.2,0.0,2.5,4.75,4.95,0.309091,17.352,-0.672727,0.0,-0.090909,0,spike
1,0.836364,0.0,7.727,23.913,37.75,0.672727,327.648,-0.363636,-7.337,-0.709091,1,spike
5,0.145455,0.0,2.5,4.75,4.95,0.4,296.367,0.0,0.0,0.109091,0,spike
3,0.145455,0.0,17.5,24.25,24.85,0.545455,315.5,-0.072727,-71.375,0.2,0,spike
6,1.854545,0.0,2.5,4.75,4.95,0.345455,20.496,-0.545455,0.0,0.018182,0,spike
4,1.054545,0.0,2.5,4.75,4.95,0.181818,15.586,-0.036364,0.0,0.0,0,spike
2,6.181818,0.0,3.632,30.263,48.158,2.971111,85.041,0.181818,-1.974,0.129964,1,spike
0,2.181818,0.0,2.5,4.75,4.95,0.327273,17.352,-0.018182,-0.0,0.018182,0,spike
1,1.072727,0.0,5.167,22.583,24.517,0.654545,327.648,0.236364,-1.329,-0.018182,1,spike
5,0.236364,0.0,2.5,4.75,4.95,0.836364,296.367,0.090909,0.0,0.436364,0,spike
3,0.254545,0.0,17.5,24.25,24.85,1.054545,315.375,0.109091,0.0,0.509091,0,spike
6,2.618182,0.0,2.5,4.75,4.95,0.418182,20.496,0.763636,0.0,0.072727,0,spike
4,1.163636,0.0,2.5,4.75,4.95,0.163636,15.586,0.109091,-0.0,-0.018182,0,spike
2,13.309091,0.0,7.574,223.861,403.684,5.272945,83.954,7.127273,193.598,2.301835,1,spike
0,4.4,0.0,2.574,4.891,8.271,0.563636,17.352,2.218182,0.141,0.236364,0,spike
1,3.309091,0.0,8.0,47.292,93.361,1.872727,327.84,2.236364,24.708,1.218182,0,spike
5,0.363636,0.0,2.5,4.75,4.95,1.290909,296.125,0.127273,0.0,0.454545,0,spike
3,0.309091,0.0,18.214,35.625,47.125,2.036364,315.684,0.054545,11.375,0.981818,0,spike
6,4.690909,0.0,3.04,8.731,9.9,0.781818,20.496,2.072727,3.981,0.363636,0,spike
4,1.309091,0.0,2.5,4.75,4.95,0.181818,15.586,0.145455,0.0,0.018182,0,spike
2,38.981818,0.233209,4.842,166.689,285.6,13.04054,85.464,25.672727,-57.172,7.767595,1,spike
0,11.963636,0.0,2.546,4.838,7.258,1.454545,17.477,7.563636,-0.053,0.890909,0,spike
1,8.636364,0.0,8.7,32.969,85.361,4.381818,327.844,5.327273,-14.323,2.509091,0,spike
5,1.272727,0.0,2.5,4.75,4.95,1.018182,296.125,0.909091,0.0,-0.272727,0,spike
3,1.145455,0.0,18.203,35.417,47.083,2.454545,315.688,0.836364,-0.208,0.418182,0,spike
6,10.690909,0.0,2.739,7.213,9.591,1.545455,20.496,6.0,-1.518,0.763636,0,spike
4,2.381818,0.0,2.519,4.787,4.988,0.236364,15.586,1.072727,0.037,0.054545,0,spike
2,40.236364,0.18075,4.129,56.921,178.838,14.25192,86.14,1.254545,-109.768,1.21138,1,spike
0,11.8,0.0,2.512,4.772,4.973,1.454545,17.477,-0.163636,-0.066,0.0,0,spike
1,7.909091,0.0,8.764,23.832,34.292,3.363636,327.844,-0.727273,-9.137,-1.018182,0,spike
5,1.109091,0.0,2.5,4.75,4.95,0.418182,296.125,-0.163636,0.0,-0.6,0,spike
3,1.345455,0.0,17.5,24.25,24.85,1.290909,315.688,0.2,-11.167,-1.163636,0,spike
6,10.4,0.0,2.51,4.77,4.971,1.163636,20.496,-0.290909,-2.443,-0.381818,0,spike
4,2.4,0.0,2.519,4.786,4.988,0.218182,15.586,0.018182,-0.0,-0.018182,0,spike
2,15.654545,0.0,3.686,35.825,66.885,6.404004,83.401,-24.581818,-21.095,-7.847916,1,spike
0,4.672727,0.0,2.5,4.75,4.95,0.618182,17.477,-7.127273,-0.022,-0.836364,0,spike
1,2.581818,0.0,9.464,23.763,24.963,1.2,327.844,-5.327273,-0.069,-2.163636,0,spike
5,0.345455,0.0,2.5,4.75,4.95,0.272727,296.125,-0.763636,-0.0,-0.145455,0,spike
3,0.4,0.0,17.5,24.25,24.85,0.563636,315.688,-0.945455,0.0,-0.727273,0,spike
6,3.818182,0.0,2.514,4.777,4.978,0.509091,20.496,-6.581818,0.007,-0.654545,0,spike
4,1.345455,0.0,2.5,4.75,4.95,0.163636,15.586,-1.054545,-0.036,-0.054545,0,spike
2,6.0,0.0,3.667,35.119,58.75,2.968907,83.916,-9.654545,-0.706,-3.435096,1,spike
0,2.4,0.0,2.5,4.75,4.95,0.327273,17.477,-2.272727,-0.0,-0.290909,0,spike
1,1.090909,0.0,9.583,23.148,24.63,0.818182,327.844,-1.490909,-0.615,-0.381818,0,spike
5,0.163636,0.0,2.5,4.75,4.95,0.236364,296.125,-0.181818,0.0,-0.036364,0,spike
3,0.163636,0.0,17.5,24.25,24.85,0.4,315.688,-0.236364,0.0,-0.163636,0,spike
6,2.072727,0.0,2.622,4.982,8.925,0.436364,20.496,-1.745455,0.205,-0.072727,0,spike
4,1.072727,0.0,2.5,4.75,4.95,0.163636,15.586,-0.272727,0.0,0.0,0,spike
2,10.654545,0.170648,4.296,75.476,203.737,4.577158,85.842,4.654545,40.357,1.608251,1,spike
0,3.872727,0.0,2.524,4.795,4.997,0.527273,17.477,1.472727,0.045,0.2,0,spike
1,2.472727,0.0,8.793,23.478,24.696,1.290909,327.844,1.381818,0.329,0.472727,1,spike
5,0.381818,0.0,2.5,4.75,4.95,0.272727,296.125,0.218182,-0.0,0.036364,0,spike
3,0.327273,0.0,17.917,26.25,45.25,0.563636,315.688,0.163636,2.0,0.163636,0,spike
6,3.327273,0.0,2.579,4.901,8.375,0.545455,20.496,1.254545,-0.081,0.109091,0,spike
4,1.309091,0.0,2.5,4.75,4.95,0.181818,15.586,0.236364,0.0,0.018182,0,spike
2,8.963636,0.20284,3.976,49.639,144.357,4.005824,85.842,-1.690909,-25.837,-0.571335,1,spike
0,3.090909,0.0,2.515,4.778,4.979,0.418182,17.477,-0.781818,-0.017,-0.109091,0,spike
1,1.709091,0.0,11.023,31.875,46.375,0.981818,327.844,-0.763636,8.397,-0.309091,1,spike
5,0.254545,0.0,2.5,4.75,4.95,0.254545,296.125,-0.127273,0.0,-0.018182,0,spike
3,0.254545,0.0,18.077,32.5,46.5,0.454545,315.605,-0.072727,6.25,-0.109091,0,spike
6,2.727273,0.0,2.517,4.783,4.985,0.436364,20.496,-0.6,-0.118,-0.109091,0,spike
4,1.181818,0.0,2.5,4.75,4.95,0.163636,15.586,-0.127273,-0.0,-0.018182,0,spike
2,1.763636,0.0,3.07,36.528,47.306,1.353131,85.983,-7.2,-13.111,-2.652693,0,spike
0,1.109091,0.0,2.5,4.75,4.95,0.181818,17.477,-1.981818,-0.028,-0.236364,0,spike
1,0.2,0.0,27.083,47.5,49.5,0.309091,327.844,-1.509091,15.625,-0.672727,0,spike
5,0.0,0.0,0.0,0.0,0.0,0.2,296.125,-0.254545,0.0,-0.054545,0,spike
3,0.0,0.0,0.0,0.0,0.0,0.236364,315.605,-0.254545,0.0,-0.218182,0,spike
6,0.981818,0.0,2.5,4.75,4.95,0.218182,20.496,-1.745455,-0.033,-0.218182,0,spike
4,0.909091,0.0,2.5,4.75,4.95,0.145455,15.586,-0.272727,0.0,-0.018182,0,spike
2,0.690909,0.0,2.5,4.75,4.95,0.82706,85.983,-1.072727,-31.778,-0.526071,0,spike
0,0.872727,0.0,2.5,4.75,4.95,0.145455,17.477,-0.236364,-0.0,-0.036364,0,spike
1,0.0,0.0,0.0,0.0,0.0,0.236364,327.059,-0.2,0.0,-0.072727,0,spike
5,0.0,0.0,0.0,0.0,0.0,0.218182,296.125,0.0,0.0,0.018182,0,spike
3,0.0,0.0,0.0,0.0,0.0,0.218182,315.605,0.0,0.0,-0.018182,0,spike
6,0.872727,0.0,2.5,4.75,4.95,0.2,20.496,-0.109091,0.0,-0.018182,0,spike
4,0.890909,0.0,2.5,4.75,4.95,0.145455,15.586,-0.018182,0.0,0.0,0,spike
2,0.672727,0.0,2.5,4.75,4.95,0.948271,84.045,-0.018182,0.0,0.121211,0,spike
0,0.872727,0.0,2.5,4.75,4.95,0.145455,17.477,0.0,0.0,-0.0,0,spike
1,0.0,0.0,0.0,0.0,0.0,0.236364,327.059,0.0,0.0,0.0,0,spike
5,0.0,0.0,0.0,0.0,0.0,0.218182,296.125,0.0,0.0,0.0,0,spike
3,0.0,0.0,0.0,0.0,0.0,0.218182,315.605,0.0,0.0,0.0,0,spike
6,0.872727,0.0,2.5,4.75,4.95,0.2,20.496,0.0,0.0,0.0,0,spike
4,0.890909,0.0,2.5,4.75,4.95,0.145455,15.586,0.0,0.0,0.0,0,spike
4,0.890909,0.0,2.5,4.75,4.95,0.109091,15.586,0.0,0.0,0.0,0,spike
5,0.0,0.0,0.0,0.0,0.0,0.2,296.152,0.0,0.0,0.0,0,spike
3,0.0,0.0,0.0,0.0,0.0,0.181818,315.48,0.0,0.0,0.0,0,spike
6,0.872727,0.0,2.5,4.75,4.95,0.2,20.562,0.0,0.0,0.0,0,spike
0,0.872727,0.0,2.5,4.75,4.95,0.127273,17.355,0.0,0.0,0.0,0,spike
2,0.672727,0.0,2.5,4.75,4.95,0.80206,80.475,0.0,0.0,0.0,0,spike
1,0.0,0.0,0.0,0.0,0.0,0.2,327.0,0.0,0.0,0.0,0,spike
4,0.890909,0.0,2.5,4.75,4.95,0.127273,15.586,0.0,0.0,0.018182,0,spike
5,0.0,0.0,0.0,0.0,0.0,0.2,296.152,0.0,0.0,0.0,0,spike
3,0.0,0.0,0.0,0.0,0.0,0.2,315.48,0.0,0.0,0.018182,1,spike
6,0.872727,0.0,2.553,4.851,7.6,0.2,20.379,0.0,0.101,0.0,0,spike
0,0.872727,0.0,2.5,4.75,4.95,0.109091,17.355,0.0,0.0,-0.018182,0,spike
2,0.672727,0.0,2.5,4.75,4.95,0.7883,80.528,0.0,0.0,-0.01376,0,spike
1,0.0,0.0,0.0,0.0,0.0,0.181818,327.0,0.0,0.0,-0.018182,0,spike
4,0.890909,0.0,2.5,4.75,4.95,0.127273,15.586,0.0,0.0,-0.0,0,spike
5,0.0,0.0,0.0,0.0,0.0,0.181818,296.152,0.0,0.0,-0.018182,0,spike
3,0.0,0.0,0.0,0.0,0.0,0.2,315.48,0.0,0.0,0.0,1,spike
6,0.872727,0.0,2.609,4.957,8.8,0.218182,20.379,0.0,0.105,0.018182,0,spike
0,0.872727,0.0,2.5,4.75,4.95,0.127273,17.355,0.0,0.0,0.018182,0,spike
2,0.672727,0.0,2.5,4.75,4.95,0.78874,81.581,0.0,0.0,0.00044,0,spike
1,0.0,0.0,0.0,0.0,0.0,0.2,327.0,0.0,0.0,0.018182,0,spike
4,0.909091,0.0,2.5,4.75,4.95,0.109091,15.586,0.018182,0.0,-0.018182,0,spike
5,0.018182,0.0,2.5,4.75,4.95,0.181818,296.152,0.018182,0.0,0.0,0,spike
3,0.018182,0.0,87.5,98.75,99.75,0.545455,315.684,0.018182,0.0,0.345455,1,spike
6,1.163636,0.0,2.5,4.75,4.95,0.254545,20.379,0.290909,-0.207,0.036364,0,spike
0,1.254545,0.0,2.5,4.75,4.95,0.2,16.992,0.381818,0.0,0.072727,0,spike
2,2.309091,0.0,3.379,30.417,86.5,1.344222,82.722,1.636364,25.667,0.555482,1,spike
1,0.363636,0.0,7.222,22.0,24.4,0.309091,327.0,0.363636,0.0,0.109091,1,spike
4,1.054545,0.0,2.5,4.75,4.95,0.127273,15.586,0.145455,0.0,0.018182,0,spike
5,0.145455,0.0,2.5,4.75,4.95,0.2,296.152,0.127273,0.0,0.018182,0,spike
3,0.163636,0.0,18.438,88.75,97.75,0.418182,315.695,0.145455,-10.0,-0.127273,1,spike
6,2.036364,0.0,2.52,4.789,4.991,0.381818,20.379,0.872727,0.039,0.127273,0,spike
0,2.054545,0.0,2.5,4.75,4.95,0.254545,16.992,0.8,0.0,0.054545,0,spike
2,5.818182,0.0,3.717,30.739,46.148,2.147375,83.813,3.509091,0.322,0.803153,1,spike
1,1.145455,0.0,8.654,23.795,33.75,0.636364,327.0,0.781818,1.795,0.327273,1,spike
4,1.090909,0.0,2.5,4.75,4.95,0.127273,15.586,0.036364,0.0,0.0,0,spike
5,0.127273,0.0,2.5,4.75,4.95,0.2,296.152,-0.018182,-0.0,-0.0,0,spike
3,0.127273,0.0,17.5,45.625,49.125,0.472727,315.691,-0.036364,-43.125,0.054545,1,spike
6,2.072727,0.0,2.522,4.792,4.994,0.4,20.379,0.036364,0.003,0.018182,0,spike
0,2.472727,0.0,2.5,4.75,4.95,0.290909,16.992,0.418182,0.0,0.036364,0,spike
2,5.981818,0.0,3.739,37.93,48.211,2.60466,83.775,0.163636,7.191,0.457285,1,spike
1,1.127273,0.0,13.281,37.083,47.844,0.763636,327.0,-0.018182,13.289,0.127273,0,spike
4,1.109091,0.0,2.5,4.75,4.95,0.127273,15.586,0.018182,0.0,-0.0,0,spike
5,0.2,0.0,2.5,4.75,4.95,0.218182,296.152,0.072727,0.0,0.018182,0,spike
3,0.2,0.0,19.167,43.125,48.625,0.472727,315.695,0.072727,-2.5,-0.0,0,spike
6,2.381818,0.0,2.5,4.75,4.95,0.418182,19.965,0.309091,-0.042,0.018182,0,spike
0,3.145455,0.0,2.5,4.75,4.95,0.363636,17.117,0.672727,0.0,0.072727,0,spike
2,7.181818,0.0,4.016,38.676,61.5,3.087382,83.817,1.2,0.747,0.482722,0,spike
1,1.490909,0.0,10.0,35.357,47.071,0.836364,327.0,0.363636,-1.726,0.072727,0,spike
4,1.163636,0.0,2.5,4.75,4.95,0.127273,15.586,0.054545,0.0,0.0,0,spike
5,0.218182,0.0,2.5,4.75,4.95,0.218182,296.152,0.018182,0.0,0.0,0,spike
3,0.218182,0.0,18.182,35.0,47.0,0.436364,315.684,0.018182,-8.125,-0.036364,0,spike
6,2.381818,0.0,2.5,4.75,4.95,0.418182,19.965,0.0,0.0,0.0,0,spike
0,3.236364,0.0,2.5,4.75,4.95,0.363636,17.117,0.090909,-0.0,-0.0,0,spike
2,7.690909,0.0,3.949,24.536,46.971,3.179818,83.862,0.509091,-14.141,0.092436,0,spike
1,1.254545,0.0,8.281,23.216,24.643,0.654545,327.0,-0.236364,-12.142,-0.181818,0,spike
4,1.072727,0.0,2.5,4.75,4.95,0.145455,15.586,-0.090909,0.0,0.018182,0,spike
5,0.145455,0.0,2.5,4.75,4.95,0.2,296.152,-0.072727,-0.0,-0.018182,0,spike
3,0.145455,0.0,17.5,24.25,24.85,0.381818,315.684,-0.072727,-10.75,-0.054545,1,spike
6,1.854545,0.0,2.5,4.75,4.95,0.345455,19.965,-0.527273,0.0,-0.072727,0,spike
0,2.4,0.0,2.5,4.75,4.95,0.254545,17.117,-0.836364,0.0,-0.109091,0,spike
2,6.145455,0.0,3.593,24.172,44.467,2.468678,83.862,-1.545455,-0.363,-0.71114,0,spike
1,0.927273,0.0,7.708,23.088,24.617,0.509091,327.0,-0.327273,-0.128,-0.145455,0,spike
4,1.036364,0.0,2.5,4.75,4.95,0.109091,15.586,-0.036364,0.0,-0.036364,0,spike
5,0.127273,0.0,2.5,4.75,4.95,0.181818,296.152,-0.018182,0.0,-0.018182,0,spike
3,0.127273,0.0,17.5,24.25,24.85,0.363636,315.691,-0.018182,0.0,-0.018182,1,spike
6,1.745455,0.0,2.5,4.75,4.95,0.345455,19.965,-0.109091,0.0,0.0,0,spike
0,2.163636,0.0,2.5,4.75,4.95,0.290909,17.117,-0.236364,-0.0,0.036364,0,spike
2,5.927273,0.0,3.483,31.184,48.342,2.383489,82.207,-0.218182,7.012,-0.085189,1,spike
1,1.0,0.0,10.776,23.578,24.716,0.636364,327.0,0.072727,0.49,0.127273,1,spike
4,1.036364,0.0,2.5,4.75,4.95,0.145455,15.586,0.0,0.0,0.036364,0,spike
5,0.127273,0.0,2.5,4.75,4.95,0.2,296.152,0.0,-0.0,0.018182,0,spike
3,0.145455,0.0,18.571,40.0,48.0,0.454545,315.699,0.018182,15.75,0.090909,1,spike
6,1.745455,0.0,2.526,4.8,5.0,0.327273,19.965,0.0,0.05,-0.018182,0,spike
0,2.309091,0.0,2.5,4.75,4.95,0.290909,17.117,0.145455,0.0,0.0,0,spike
2,5.945455,0.0,3.601,32.557,47.42,2.592025,83.107,0.018182,1.373,0.208536,1,spike
1,1.090909,0.0,9.412,23.393,24.679,0.654545,327.0,0.090909,-0.185,0.018182,1,spike
4,1.109091,0.0,2.5,4.75,4.95,0.145455,15.586,0.072727,0.0,0.0,0,spike
5,0.181818,0.0,2.5,4.75,4.95,0.254545,296.152,0.054545,0.0,0.054545,0,spike
3,0.2,0.0,18.25,36.25,47.25,0.563636,315.699,0.054545,-3.75,0.109091,0,spike
6,2.909091,0.0,2.778,7.857,13.0,0.454545,20.215,1.163636,3.057,0.127273,0,spike
0,2.509091,0.0,2.5,4.75,4.98,0.345455,17.117,0.2,0.0,0.054545,0,spike
2,6.090909,0.0,4.424,162.927,232.585,2.961535,83.107,0.145455,130.37,0.369509,1,spike
1,2.072727,0.0,8.214,42.5,48.5,0.854545,327.719,0.981818,19.107,0.2,1,spike
4,1.381818,0.0,2.5,4.75,4.95,0.127273,15.586,0.272727,-0.0,-0.018182,0,spike
5,0.436364,0.0,2.5,4.75,4.95,0.290909,296.156,0.254545,0.0,0.036364,0,spike
3,0.436364,0.0,17.5,24.25,24.85,0.690909,315.699,0.236364,-12.0,0.127273,0,spike
6,4.763636,0.0,2.695,6.735,9.818,0.690909,20.215,1.854545,-1.122,0.236364,0,spike
0,5.818182,0.0,2.508,4.765,4.964,0.672727,17.367,3.309091,0.015,0.327273,0,spike
2,18.090909,0.100503,4.115,90.417,215.596,5.814384,86.353,12.0,-72.51,2.852849,1,spike
1,4.127273,0.0,8.821,37.102,47.42,1.8,327.719,2.054545,-5.398,0.945455,0,spike
4,1.472727,0.0,2.5,4.75,4.95,0.145455,15.586,0.090909,0.0,0.018182,0,spike
5,0.418182,0.0,2.5,4.75,4.95,0.236364,296.156,-0.018182,0.0,-0.054545,0,spike
3,0.418182,0.0,17.5,24.25,24.85,0.654545,315.688,-0.018182,0.0,-0.036364,0,spike
6,4.145455,0.0,2.533,4.813,6.2,0.581818,20.215,-0.618182,-1.922,-0.109091,0,spike
0,6.490909,0.0,2.5,4.75,4.95,0.6,17.367,0.672727,-0.015,-0.072727,0,spike
2,19.363636,0.187793,3.966,38.438,87.321,6.449893,83.847,1.272727,-51.979,0.635509,0,spike
1,3.272727,0.0,8.056,23.235,24.824,1.618182,327.719,-0.854545,-13.867,-0.181818,0,spike
4,1.163636,0.0,2.5,4.75,4.95,0.127273,15.586,-0.309091,-0.0,-0.018182,0,spike
5,0.218182,0.0,2.5,4.75,4.95,0.181818,296.156,-0.2,0.0,-0.054545,0,spike
3,0.218182,0.0,17.5,24.25,24.85,0.418182,315.688,-0.2,0.0,-0.236364,0,spike
6,2.509091,0.0,2.518,4.785,4.986,0.4,20.215,-1.636364,-0.029,-0.181818,0,spike
0,3.2,0.0,2.5,4.75,4.95,0.345455,17.367,-3.290909,0.0,-0.254545,0,spike
2,8.345455,0.217865,3.965,27.062,46.412,3.551293,84.068,-11.018182,-11.375,-2.8986,0,spike
1,1.345455,0.0,7.222,22.477,24.495,0.727273,327.719,-1.927273,-0.758,-0.890909,0,spike
4,1.072727,0.0,2.5,4.75,4.95,0.145455,15.586,-0.090909,0.0,0.018182,0,spike
5,0.145455,0.0,2.5,4.75,4.95,0.181818,296.156,-0.072727,-0.0,0.0,0,spike
3,0.145455,0.0,17.5,24.25,24.85,0.345455,315.688,-0.072727,0.0,-0.072727,0,spike
6,1.854545,0.0,2.5,4.75,4.95,0.309091,20.215,-0.654545,-0.035,-0.090909,0,spike
0,2.436364,0.0,2.5,4.75,4.95,0.309091,17.367,-0.763636,0.0,-0.036364,0,spike
2,6.054545,0.0,3.623,24.798,47.732,2.614895,84.076,-2.290909,-2.264,-0.936398,1,spike
1,0.854545,0.0,7.206,22.482,24.496,0.545455,327.719,-0.490909,0.005,-0.181818,1,spike
4,1.018182,0.0,2.5,4.75,4.95,0.127273,15.586,-0.054545,0.0,-0.018182,0,spike
5,0.109091,0.0,2.5,4.75,4.95,0.145455,296.156,-0.036364,0.0,-0.036364,0,spike
3,0.109091,0.0,17.5,24.25,24.85,0.327273,315.691,-0.036364,0.0,-0.018182,0,spike
6,1.636364,0.0,2.5,4.75,4.95,0.290909,20.215,-0.218182,0.0,-0.018182,0,spike
0,2.509091,0.0,2.5,4.75,4.95,0.309091,17.367,0.072727,0.0,0.0,0,spike
2,5.945455,0.0,3.615,23.536,49.523,2.478196,84.167,-0.109091,-1.262,-0.136698,1,spike
